username,how_many_reviews,location,date,rating,rating_title,rating_description,date_of_experience
April Andries,1,US,"Apr 1, 2023",Rated 5 out of 5 stars,quick response,quick response.  Thorough.,"April 01, 2023"
Daniel,1,US,"Apr 1, 2023",Rated 5 out of 5 stars,Arsheil was a huge help for me and…,Arsheil was a huge help for me and understood what i needed done,"April 01, 2023"
Wayne,1,MU,"Apr 1, 2023",Rated 1 out of 5 stars,Problem not resolved,"Problem not resolved,  no email No clarity on my problem","April 01, 2023"
Sophie Trinh,7,FR,"Apr 1, 2023",Rated 5 out of 5 stars,Nice expérience and very helpful .,Nice expérience and very helpful .. with Jemarie,"April 01, 2023"
Holden Barlow,1,US,"Apr 1, 2023",Rated 3 out of 5 stars,Great to Reach Someone,I liked being able to reach someone on the weekend.  My only problem is they weren’t really able to do much his answers to about every question was please contact the vendor via email.  I did that already.,"April 01, 2023"
Ian,3,GB,"Apr 1, 2023",Rated 5 out of 5 stars,Rosanna was a great help to me when i…,Rosanna was a great help to me when i conversed with her with a concern i had,"April 01, 2023"
Bobbie Jo Rousseau,1,US,"Apr 1, 2023",Rated 5 out of 5 stars,Good,Very prompt service,"April 01, 2023"
Kelvin Patrick,1,KE,"Apr 1, 2023",Rated 1 out of 5 stars,its just a west of time to create clickbank account but…,"i want to create clickbank account but its showing error , even though my entire information is correct. DisappointedError was -Unfortunately, we cannot accept new sign-ups that do not meet the requirements of our fraud and risk standards. We have to abide by government and global sanctions, as well as current global fraud trends in order to maintain the safety of our clients. We appreciate your understanding.Date of experience: APRI; 1, 2023","April 01, 2023"
CC,1,US,"Mar 29, 2023",Rated 5 out of 5 stars,I had contacted click bank for 3 days…,I had contacted click bank for 3 days and Cassie finally helped me solve my problem. She went above and beyond expectations and I appreciate her so much.Thank you Cassie!,"March 29, 2023"
Tanya Rasmussen,1,CA,"Mar 28, 2023",Rated 2 out of 5 stars,"Negative Experience, Wish Someone Would Have Helped","Hello, I am venturing out of my comfort zone today to share my recent experience with the affiliate marketing platform known as CLICKBANK.I have the hope that by sharing my own personal experience with this company, that other people similar to myself will benefit from what has happened to me and also be able to hold company's like CLICKBANK to account for how they conduct business.It all started March 14/2023 when I attempted to purchase a $10 offer known as the Eat Stop Eat System.   I have never purchased from CLICKBANK before so I was excited and anticipating the new health information I was about to buy.I carefully and accurately entered all of my personal and financial information into the form before clicking ""Pay Now""  I then received a error message enclosed in a pink box that read ""Your payment was declined. Please check your information or try another card to complete your purchase.""  I tried putting in my order 3x in a row and got 3 declines, and then a 4th time an hour later with another decline.   After my fourth attempt I called my bank to see if there was any issue and they informed me that my credit card was good and that they did not even see a payment being attempted by CLICKBANK or any other business that day.Looking for assistance with my purchase, the following day I went on to CLICKBANK live chat and explained the situation, and they replied saying I should submit an email to payments at clickbank.com asking for help from their Risk department.This is what I sent them...Hi, I tried making a clickbank purchase yesterday a bunch of times for the eat stop eat system but it says Your payment was declined. Please check your information or try another card to complete your purchase. All my information was correct and even called my bank and they said it should work so can you help so my payment goes through?Tanya RasmussenI then received an email back 7 DAYS LATER saying this...Your attempts have triggered several flags in our system, which is why your charge was unable to be processed. The flags can be triggered for multiple different reasons, but unfortunately, we cannot manually override the decline at this time. We appreciate your understanding! At this point, our best suggestion is for you to contact the seller directly at help at eatstopeat, and ask if they can offer you an alternate way to pay.I then emailed them back the following...You made me wait a week to tell me to buy from the seller directly? Sorry but I do NOT feel comfortable doing that. I want to purchase through ClickBank as the reseller. That is what you are for isn't it?I called my bank again and they are not even seeing any declines. What information do you need from me and how do I place my Clickbank order over the phone? I would appreciate a call to get this resolved today. Not a very good experience with your company.Please reply ASAP and please please don't make me wait another week without any form of assistance. I'm trying to place an order, my credit card and billing details are valid but you are not letting the purchase through.Tanya RasmussenThey then replied then next day thankfully with this...Thank you for your message. We have reevaluated your purchase attempt, but our system is still not allowing your purchase to go through. At this point, our best suggestion is for you to contact the seller directly, and ask if they can offer you an alternate way to pay.I have since then tried making payment twice on Mar 27 with my payment still not going through and at this point I don't know what it will take for me to be able to use CLICKBANK.","March 13, 2023"
Paramjit Duhre,1,GB,"Mar 24, 2023",Rated 5 out of 5 stars,I bought a product from click bank a…,I bought a product from click bank a great webinar for everyday life its a great product and good value for money  and they offer other quality of stuff from health and beauty and so on you can buy any niche of product you like,"March 24, 2023"
Bobby Williams,1,US,"Mar 24, 2023",Rated 1 out of 5 stars,I never received the help I needed.,,"March 24, 2023"
Caleb Sifford,1,US,"Mar 23, 2023",Rated 1 out of 5 stars,"Literally a regular ""guru"" scam as they like to call it.","I have not even finished the opening video, and this guy is so full of crap it isn't even funny. They have done nothing but say everyone else is frauds and they are the only real people, claim its ""so easy to make 2k within 90 days WITH THESE THREE STEPS"" but guess what, 35 minutes into the video and not one word about these three steps except for ""these are the only 3 things you need to know to get rich"" btw he says this ab 20 times in 30 minutes without saying a single step. The guy has said the same 3 things the ENTIRE video. 1. ""it only takes these 3 easy steps"" followed by ""ill tell you in just a second but look at these guys who made 2k in less than a month!"" they show probably 50 people who did this without really explaining anything. and 3. ""Everyone besides us are scams and don't care about you"" Now I've heard the 3 steps and its basic knowledge that even a kid would know. ""pick your seed, plant it, then put water on it."" are you f***ing kidding that I've now sat through 40 minutes for that? I'm not even going to finish this video, f*** this company and especially f*** whoever thought a 40 min bullsh*t video was a good idea.","March 23, 2023"
rajesh khairnar,1,IN,"Mar 23, 2023",Rated 1 out of 5 stars,I tried to become an affiliate for…,"I tried to become an affiliate for Clickbank.com, but it did not allow me , dont know the reason.","March 23, 2023"
carole Thomasian,3,US,"Mar 22, 2023",Rated 5 out of 5 stars,She handled my issue with utmost…,She handled my issue with utmost priority. Was very helpful and fixed my issueThere should be more people like her. God bless her 🙏🏻,"March 22, 2023"
Equal Justice,1,US,"Mar 22, 2023",Rated 5 out of 5 stars,I wish to commend Clkbank's agent,"I wish to commend Clkbank's agent, Harold.  He immediately addressed my problem and took care of it professionally and efficiently.  I've not received the refund, yet, however, but I've not lost hope.","March 14, 2023"
Kelley,2,US,"Mar 21, 2023",Rated 5 out of 5 stars,Rafael's expertise was very helpful in…,"Rafael's expertise was very helpful in getting my order processed for the $14.44 drawing of my soulmate I look forward to seeing it soon.Thanks,Kelley Smith","March 21, 2023"
Shaban,1,EG,"Mar 20, 2023",Rated 1 out of 5 stars,Is Clickbank available in Egypt?,,"March 20, 2023"
Ofek,1,IL,"Mar 19, 2023",Rated 1 out of 5 stars,Made me watch a 40 minute long video…,"Made me watch a 40 minute long video when in the end it turns out you can't join the site from my country, a complete waste of my time!","March 19, 2023"
Sharon,2,GB,"Mar 19, 2023",Rated 5 out of 5 stars,Rosanna was polite,"Rosanna was polite, and understood everything I said, and sort everything out straight away","March 19, 2023"
Margie Rigsby,1,US,"Mar 18, 2023",Rated 5 out of 5 stars,You have taken 2 payments an I ordered…,You have taken 2 payments an I ordered one items.  That is bull. I want my refund of that second order. It say to say no thanks. So why you put in 2nd order. Now to cause me overdraft to my bank,"March 15, 2023"
Yadi Campi,1,US,"Mar 17, 2023",Rated 5 out of 5 stars,Easy and quick,Easy and quick . NO hassle.,"March 17, 2023"
Kirit Sahgal,3,IN,"Mar 16, 2023",Rated 1 out of 5 stars,DO NOT WASTE YOUR TIME ON THIS,"I cannot give it any less stars. They make you watch a long video to enroll for their Spark program. It is a total waste of time. If you don't join any of their plans then you cannot even register for the site. After you fill out all your details it says 'Unfortunately, we cannot accept new sign-ups that do not meet the requirements of our fraud and risk standards. We have to abide by government and global sanctions, as well as current global fraud trends in order to maintain the safety of our clients. We appreciate your understandingWasted my time on this. Definitely not recommending clickbank to anyone.DO NOT WASTE YOUR TIME ON THIS","March 16, 2023"
varun s,1,IN,"Mar 15, 2023",Rated 1 out of 5 stars,i got the below message,"i got the below message(Unfortunately, we cannot accept new sign-ups that do not meet the requirements of our fraud and risk standards. We have to abide by government and global sanctions, as well as current global fraud trends in order to maintain the safety of our clients. We appreciate your understanding.) I wasted almost 1 hour doing this and then it says this","March 15, 2023"
Shehzad Asghar,1,PK,"Mar 15, 2023",Rated 1 out of 5 stars,Can make account from Pakistan.,,"March 15, 2023"
Yash,1,IN,"Mar 14, 2023",Rated 1 out of 5 stars,i want to create clickbank account but…,"i want to create clickbank account but its showing error , even though my entire information is correct. Disappointed Error was -Unfortunately, we cannot accept new sign-ups that do not meet the requirements of our fraud and risk standards. We have to abide by government and global sanctions, as well as current global fraud trends in order to maintain the safety of our clients. We appreciate your understanding.","March 08, 2023"
